##Databases: KEGG PATHWAY
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
Hepatitis C	KEGG PATHWAY	hsa05160	6	156	0.961241532763	0.99999678071	ENSG00000074211|ENSG00000101412|ENSG00000164007|ENSG00000007968|ENSG00000066405|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa05160/hsa:5522%09red/hsa:51208%09red/hsa:1870%09red/hsa:1950%09red/hsa:1869%09red/hsa:149461%09red
Ubiquitin mediated proteolysis	KEGG PATHWAY	hsa04120	5	138	0.963974372752	0.99999678071	ENSG00000117399|ENSG00000175063|ENSG00000160224|ENSG00000177414|ENSG00000101197	http://www.genome.jp/kegg-bin/show_pathway?hsa04120/hsa:991%09red/hsa:79444%09red/hsa:11065%09red/hsa:326%09red/hsa:148581%09red
Carbon metabolism	KEGG PATHWAY	hsa01200	4	118	0.964678809236	0.99999678071	ENSG00000007350|ENSG00000170950|ENSG00000229937|ENSG00000160211	http://www.genome.jp/kegg-bin/show_pathway?hsa01200/hsa:2539%09red/hsa:8277%09red/hsa:5232%09red/hsa:221823%09red
Bacterial invasion of epithelial cells	KEGG PATHWAY	hsa05100	2	74	0.96519219914	0.99999678071	ENSG00000066032|ENSG00000100167	http://www.genome.jp/kegg-bin/show_pathway?hsa05100/hsa:1496%09red/hsa:55964%09red
Glycerophospholipid metabolism	KEGG PATHWAY	hsa00564	3	97	0.96535633375	0.99999678071	ENSG00000168907|ENSG00000188784|ENSG00000274588	http://www.genome.jp/kegg-bin/show_pathway?hsa00564/hsa:255189%09red/hsa:139189%09red/hsa:30814%09red
Inositol phosphate metabolism	KEGG PATHWAY	hsa00562	2	75	0.967141921065	0.99999678071	ENSG00000137825|ENSG00000100253	http://www.genome.jp/kegg-bin/show_pathway?hsa00562/hsa:3706%09red/hsa:55586%09red
Vibrio cholerae infection	KEGG PATHWAY	hsa05110	1	50	0.969742601254	0.99999678071	ENSG00000147614	http://www.genome.jp/kegg-bin/show_pathway?hsa05110/hsa:245972%09red
Endocrine and other factor-regulated calcium reabsorption	KEGG PATHWAY	hsa04961	1	50	0.969742601254	0.99999678071	ENSG00000167751	http://www.genome.jp/kegg-bin/show_pathway?hsa04961/hsa:3817%09red
AGE-RAGE signaling pathway in diabetic complications	KEGG PATHWAY	hsa04933	3	100	0.970325168084	0.99999678071	ENSG00000086991|ENSG00000197565|ENSG00000165197	http://www.genome.jp/kegg-bin/show_pathway?hsa04933/hsa:2277%09red/hsa:50507%09red/hsa:1288%09red
Hepatitis B	KEGG PATHWAY	hsa05161	6	164	0.9722125822	0.99999678071	ENSG00000105173|ENSG00000145386|ENSG00000007968|ENSG00000101412|ENSG00000089685|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa05161/hsa:890%09red/hsa:898%09red/hsa:1870%09red/hsa:332%09red/hsa:1869%09red/hsa:90993%09red
Cell adhesion molecules (CAMs)	KEGG PATHWAY	hsa04514	5	144	0.97237543145	0.99999678071	ENSG00000164007|ENSG00000066405|ENSG00000169760|ENSG00000091129|ENSG00000158887	http://www.genome.jp/kegg-bin/show_pathway?hsa04514/hsa:51208%09red/hsa:22871%09red/hsa:149461%09red/hsa:4897%09red/hsa:4359%09red
Proteoglycans in cancer	KEGG PATHWAY	hsa05205	8	203	0.972380188806	0.99999678071	ENSG00000111432|ENSG00000128710|ENSG00000172987|ENSG00000154342|ENSG00000128591|ENSG00000188763|ENSG00000147257|ENSG00000115596	http://www.genome.jp/kegg-bin/show_pathway?hsa05205/hsa:11211%09red/hsa:7475%09red/hsa:89780%09red/hsa:3236%09red/hsa:2719%09red/hsa:60495%09red/hsa:2318%09red/hsa:8326%09red
cGMP-PKG signaling pathway	KEGG PATHWAY	hsa04022	6	167	0.975529439681	0.99999678071	ENSG00000155897|ENSG00000081248|ENSG00000215262|ENSG00000184160|ENSG00000157613|ENSG00000070729	http://www.genome.jp/kegg-bin/show_pathway?hsa04022/hsa:157855%09red/hsa:779%09red/hsa:152%09red/hsa:114%09red/hsa:1258%09red/hsa:90993%09red
C-type lectin receptor signaling pathway	KEGG PATHWAY	hsa04625	3	104	0.975907817908	0.99999678071	ENSG00000165682|ENSG00000172458|ENSG00000104938	http://www.genome.jp/kegg-bin/show_pathway?hsa04625/hsa:53342%09red/hsa:10332%09red/hsa:51266%09red
Chemokine signaling pathway	KEGG PATHWAY	hsa04062	7	188	0.976716486808	0.99999678071	ENSG00000183625|ENSG00000155897|ENSG00000006606|ENSG00000168243|ENSG00000163735|ENSG00000131142|ENSG00000127928	http://www.genome.jp/kegg-bin/show_pathway?hsa04062/hsa:1232%09red/hsa:10344%09red/hsa:6370%09red/hsa:2786%09red/hsa:6374%09red/hsa:114%09red/hsa:2792%09red
Salmonella infection	KEGG PATHWAY	hsa05132	2	81	0.976807277204	0.99999678071	ENSG00000128591|ENSG00000158560	http://www.genome.jp/kegg-bin/show_pathway?hsa05132/hsa:1780%09red/hsa:2318%09red
Legionellosis	KEGG PATHWAY	hsa05134	1	55	0.978534663145	0.99999678071	ENSG00000101210	http://www.genome.jp/kegg-bin/show_pathway?hsa05134/hsa:1917%09red
Glutathione metabolism	KEGG PATHWAY	hsa00480	1	56	0.979959175318	0.99999678071	ENSG00000160211	http://www.genome.jp/kegg-bin/show_pathway?hsa00480/hsa:2539%09red
Viral myocarditis	KEGG PATHWAY	hsa05416	1	57	0.98128920008	0.99999678071	ENSG00000102683	http://www.genome.jp/kegg-bin/show_pathway?hsa05416/hsa:6445%09red
Fatty acid metabolism	KEGG PATHWAY	hsa01212	1	57	0.98128920008	0.99999678071	ENSG00000119915	http://www.genome.jp/kegg-bin/show_pathway?hsa01212/hsa:83401%09red
VEGF signaling pathway	KEGG PATHWAY	hsa04370	1	59	0.983690428823	0.99999678071	ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04370/hsa:255189%09red
TNF signaling pathway	KEGG PATHWAY	hsa04668	3	113	0.985041175688	0.99999678071	ENSG00000163735|ENSG00000165197|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04668/hsa:2277%09red/hsa:90993%09red/hsa:6374%09red
Th1 and Th2 cell differentiation	KEGG PATHWAY	hsa04658	2	90	0.986345177134	0.99999678071	ENSG00000090932|ENSG00000124232	http://www.genome.jp/kegg-bin/show_pathway?hsa04658/hsa:11317%09red/hsa:10683%09red
mRNA surveillance pathway	KEGG PATHWAY	hsa03015	2	91	0.987131900793	0.99999678071	ENSG00000074211|ENSG00000135097	http://www.genome.jp/kegg-bin/show_pathway?hsa03015/hsa:5522%09red/hsa:4440%09red
Human cytomegalovirus infection	KEGG PATHWAY	hsa05163	8	223	0.98748868334	0.99999678071	ENSG00000183625|ENSG00000155897|ENSG00000147889|ENSG00000168243|ENSG00000007968|ENSG00000101412|ENSG00000157613|ENSG00000127928	http://www.genome.jp/kegg-bin/show_pathway?hsa05163/hsa:1232%09red/hsa:2792%09red/hsa:2786%09red/hsa:1029%09red/hsa:1870%09red/hsa:114%09red/hsa:1869%09red/hsa:90993%09red
Longevity regulating pathway - multiple species	KEGG PATHWAY	hsa04213	1	63	0.987608338586	0.99999678071	ENSG00000155897	http://www.genome.jp/kegg-bin/show_pathway?hsa04213/hsa:114%09red
Necroptosis	KEGG PATHWAY	hsa04217	5	163	0.988463691488	0.99999678071	ENSG00000181218|ENSG00000278677|ENSG00000168907|ENSG00000196747|ENSG00000276903	http://www.genome.jp/kegg-bin/show_pathway?hsa04217/hsa:255189%09red/hsa:8332%09red/hsa:92815%09red/hsa:8329%09red/hsa:8336%09red
Kaposi sarcoma-associated herpesvirus infection	KEGG PATHWAY	hsa05167	6	187	0.989818155868	0.99999678071	ENSG00000183625|ENSG00000196289|ENSG00000168243|ENSG00000007968|ENSG00000101412|ENSG00000127928	http://www.genome.jp/kegg-bin/show_pathway?hsa05167/hsa:1232%09red/hsa:441925%09red/hsa:2792%09red/hsa:2786%09red/hsa:1870%09red/hsa:1869%09red
Acute myeloid leukemia	KEGG PATHWAY	hsa05221	1	66	0.989915994455	0.99999678071	ENSG00000138795	http://www.genome.jp/kegg-bin/show_pathway?hsa05221/hsa:51176%09red
Fc epsilon RI signaling pathway	KEGG PATHWAY	hsa04664	1	67	0.990585468979	0.99999678071	ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04664/hsa:255189%09red
Human immunodeficiency virus 1 infection	KEGG PATHWAY	hsa05170	7	212	0.99152802942	0.99999678071	ENSG00000170312|ENSG00000157456|ENSG00000168243|ENSG00000129354|ENSG00000158402|ENSG00000127928|ENSG00000134057	http://www.genome.jp/kegg-bin/show_pathway?hsa05170/hsa:983%09red/hsa:995%09red/hsa:891%09red/hsa:10053%09red/hsa:2786%09red/hsa:9133%09red/hsa:2792%09red
Central carbon metabolism in cancer	KEGG PATHWAY	hsa05230	1	70	0.992338940381	0.99999678071	ENSG00000160211	http://www.genome.jp/kegg-bin/show_pathway?hsa05230/hsa:2539%09red
Epithelial cell signaling in Helicobacter pylori infection	KEGG PATHWAY	hsa05120	1	70	0.992338940381	0.99999678071	ENSG00000147614	http://www.genome.jp/kegg-bin/show_pathway?hsa05120/hsa:245972%09red
Phosphatidylinositol signaling system	KEGG PATHWAY	hsa04070	2	100	0.992485583308	0.99999678071	ENSG00000137825|ENSG00000274588	http://www.genome.jp/kegg-bin/show_pathway?hsa04070/hsa:139189%09red/hsa:3706%09red
mTOR signaling pathway	KEGG PATHWAY	hsa04150	4	153	0.993734802957	0.99999678071	ENSG00000111432|ENSG00000154342|ENSG00000115596|ENSG00000188763	http://www.genome.jp/kegg-bin/show_pathway?hsa04150/hsa:11211%09red/hsa:7475%09red/hsa:8326%09red/hsa:89780%09red
Epstein-Barr virus infection	KEGG PATHWAY	hsa05169	6	200	0.994382067695	0.99999678071	ENSG00000168032|ENSG00000105173|ENSG00000124232|ENSG00000145386|ENSG00000007968|ENSG00000101412	http://www.genome.jp/kegg-bin/show_pathway?hsa05169/hsa:956%09red/hsa:11317%09red/hsa:890%09red/hsa:898%09red/hsa:1870%09red/hsa:1869%09red
NOD-like receptor signaling pathway	KEGG PATHWAY	hsa04621	5	179	0.994650518828	0.99999678071	ENSG00000173612|ENSG00000169900|ENSG00000164816|ENSG00000164822|ENSG00000255501	http://www.genome.jp/kegg-bin/show_pathway?hsa04621/hsa:1670%09red/hsa:1671%09red/hsa:59082%09red/hsa:260434%09red/hsa:222545%09red
Glucagon signaling pathway	KEGG PATHWAY	hsa04922	2	106	0.994768566695	0.99999678071	ENSG00000115263|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04922/hsa:90993%09red/hsa:2641%09red
Pertussis	KEGG PATHWAY	hsa05133	1	76	0.994927301908	0.99999678071	ENSG00000163735	http://www.genome.jp/kegg-bin/show_pathway?hsa05133/hsa:6374%09red
Insulin resistance	KEGG PATHWAY	hsa04931	2	108	0.995366079783	0.99999678071	ENSG00000154415|ENSG00000157613	http://www.genome.jp/kegg-bin/show_pathway?hsa04931/hsa:5506%09red/hsa:90993%09red
Metabolic pathways	KEGG PATHWAY	hsa01100	76	1424	0.995739787132	0.99999678071	ENSG00000124302|ENSG00000155897|ENSG00000138653|ENSG00000178538|ENSG00000185633|ENSG00000167434|ENSG00000244122|ENSG00000148344|ENSG00000077498|ENSG00000105675|ENSG00000242515|ENSG00000240224|ENSG00000128683|ENSG00000107317|ENSG00000175535|ENSG00000135454|ENSG00000187581|ENSG00000131055|ENSG00000167900|ENSG00000119915|ENSG00000170516|ENSG00000157064|ENSG00000168032|ENSG00000179142|ENSG00000237289|ENSG00000164100|ENSG00000019186|ENSG00000181019|ENSG00000100253|ENSG00000213759|ENSG00000163295|ENSG00000160211|ENSG00000136750|ENSG00000077009|ENSG00000257743|ENSG00000170835|ENSG00000154678|ENSG00000140297|ENSG00000170950|ENSG00000274588|ENSG00000185818|ENSG00000107165|ENSG00000183010|ENSG00000080511|ENSG00000172987|ENSG00000223572|ENSG00000172318|ENSG00000132746|ENSG00000182272|ENSG00000007350|ENSG00000179593|ENSG00000147614|ENSG00000095596|ENSG00000148795|ENSG00000117069|ENSG00000266200|ENSG00000136542|ENSG00000168907|ENSG00000229937|ENSG00000158008|ENSG00000198074|ENSG00000108602|ENSG00000176920|ENSG00000128242|ENSG00000188784|ENSG00000137825|ENSG00000141744|ENSG00000070019|ENSG00000131730|ENSG00000090402|ENSG00000174607|ENSG00000137869|ENSG00000074410|ENSG00000160471|ENSG00000107159|ENSG00000172461	http://www.genome.jp/kegg-bin/show_pathway?hsa01100/hsa:2984%09red/hsa:762%09red/hsa:247%09red/hsa:2571%09red/hsa:2572%09red/hsa:7299%09red/hsa:768%09red/hsa:5409%09red/hsa:8277%09red/hsa:495%09red/hsa:767%09red/hsa:3706%09red/hsa:255189%09red/hsa:9514%09red/hsa:5831%09red/hsa:1728%09red/hsa:84701%09red/hsa:245972%09red/hsa:64377%09red/hsa:57016%09red/hsa:125965%09red/hsa:1159%09red/hsa:1056%09red/hsa:2583%09red/hsa:339983%09red/hsa:338707%09red/hsa:1588%09red/hsa:9348%09red/hsa:5232%09red/hsa:27231%09red/hsa:7306%09red/hsa:83401%09red/hsa:248%09red/hsa:10690%09red/hsa:1585%09red/hsa:1586%09red/hsa:771%09red/hsa:56901%09red/hsa:60495%09red/hsa:5137%09red/hsa:222%09red/hsa:341947%09red/hsa:170712%09red/hsa:6476%09red/hsa:9245%09red/hsa:2524%09red/hsa:23057%09red/hsa:2539%09red/hsa:11227%09red/hsa:54577%09red/hsa:54575%09red/hsa:221823%09red/hsa:54579%09red/hsa:50700%09red/hsa:218%09red/hsa:10720%09red/hsa:7083%09red/hsa:956%09red/hsa:5406%09red/hsa:55586%09red/hsa:93432%09red/hsa:64579%09red/hsa:5408%09red/hsa:1160%09red/hsa:8708%09red/hsa:2134%09red/hsa:139189%09red/hsa:81849%09red/hsa:114%09red/hsa:9536%09red/hsa:1592%09red/hsa:1591%09red/hsa:5730%09red/hsa:7368%09red/hsa:548596%09red/hsa:30814%09red
Complement and coagulation cascades	KEGG PATHWAY	hsa04610	1	79	0.995872386414	0.99999678071	ENSG00000100739	http://www.genome.jp/kegg-bin/show_pathway?hsa04610/hsa:623%09red
EGFR tyrosine kinase inhibitor resistance	KEGG PATHWAY	hsa01521	1	79	0.995872386414	0.99999678071	ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa01521/hsa:1950%09red
HIF-1 signaling pathway	KEGG PATHWAY	hsa04066	2	110	0.995896455584	0.99999678071	ENSG00000170950|ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa04066/hsa:1950%09red/hsa:5232%09red
Toxoplasmosis	KEGG PATHWAY	hsa05145	2	112	0.996367078606	0.99999678071	ENSG00000101197|ENSG00000091128	http://www.genome.jp/kegg-bin/show_pathway?hsa05145/hsa:79444%09red/hsa:22798%09red
Measles	KEGG PATHWAY	hsa05162	3	140	0.996603322809	0.99999678071	ENSG00000105173|ENSG00000078900|ENSG00000104938	http://www.genome.jp/kegg-bin/show_pathway?hsa05162/hsa:7161%09red/hsa:898%09red/hsa:10332%09red
Olfactory transduction	KEGG PATHWAY	hsa04740	17	435	0.997045676511	0.99999678071	ENSG00000168124|ENSG00000204688|ENSG00000184478|ENSG00000183251|ENSG00000204694|ENSG00000196119|ENSG00000251608|ENSG00000280236|ENSG00000127530|ENSG00000180785|ENSG00000256574|ENSG00000047617|ENSG00000154678|ENSG00000070729|ENSG00000167332|ENSG00000167355|ENSG00000255298	http://www.genome.jp/kegg-bin/show_pathway?hsa04740/hsa:79290%09red/hsa:282763%09red/hsa:79339%09red/hsa:26531%09red/hsa:5137%09red/hsa:26530%09red/hsa:219865%09red/hsa:4992%09red/hsa:26664%09red/hsa:26529%09red/hsa:57101%09red/hsa:390275%09red/hsa:81285%09red/hsa:1258%09red/hsa:26716%09red/hsa:143503%09red/hsa:390083%09red
ErbB signaling pathway	KEGG PATHWAY	hsa04012	1	85	0.997267319112	0.99999678071	ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa04012/hsa:1950%09red
Neurotrophin signaling pathway	KEGG PATHWAY	hsa04722	2	119	0.99763273469	0.99999678071	ENSG00000242173|ENSG00000078900	http://www.genome.jp/kegg-bin/show_pathway?hsa04722/hsa:7161%09red/hsa:398%09red
Thyroid hormone signaling pathway	KEGG PATHWAY	hsa04919	2	119	0.99763273469	0.99999678071	ENSG00000139155|ENSG00000211448	http://www.genome.jp/kegg-bin/show_pathway?hsa04919/hsa:1734%09red/hsa:53919%09red
PD-L1 expression and PD-1 checkpoint pathway in cancer	KEGG PATHWAY	hsa05235	1	89	0.997924322696	0.99999678071	ENSG00000138798	http://www.genome.jp/kegg-bin/show_pathway?hsa05235/hsa:1950%09red
Platelet activation	KEGG PATHWAY	hsa04611	2	123	0.998149028638	0.99999678071	ENSG00000155897|ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04611/hsa:255189%09red/hsa:114%09red
Fc gamma R-mediated phagocytosis	KEGG PATHWAY	hsa04666	1	93	0.998423431389	0.99999678071	ENSG00000168907	http://www.genome.jp/kegg-bin/show_pathway?hsa04666/hsa:255189%09red
Hematopoietic cell lineage	KEGG PATHWAY	hsa04640	1	94	0.99852820155	0.99999678071	ENSG00000095752	http://www.genome.jp/kegg-bin/show_pathway?hsa04640/hsa:3589%09red
Chagas disease (American trypanosomiasis)	KEGG PATHWAY	hsa05142	1	102	0.999151031028	0.99999678071	ENSG00000074211	http://www.genome.jp/kegg-bin/show_pathway?hsa05142/hsa:5522%09red
Toll-like receptor signaling pathway	KEGG PATHWAY	hsa04620	1	104	0.999260153703	0.99999678071	ENSG00000118785	http://www.genome.jp/kegg-bin/show_pathway?hsa04620/hsa:6696%09red
Th17 cell differentiation	KEGG PATHWAY	hsa04659	1	105	0.999309339419	0.99999678071	ENSG00000172458	http://www.genome.jp/kegg-bin/show_pathway?hsa04659/hsa:53342%09red
Ribosome	KEGG PATHWAY	hsa03010	2	150	0.999655474925	0.99999678071	ENSG00000280969|ENSG00000165496	http://www.genome.jp/kegg-bin/show_pathway?hsa03010/hsa:140032%09red/hsa:140801%09red
Sphingolipid signaling pathway	KEGG PATHWAY	hsa04071	1	119	0.999736444869	0.99999678071	ENSG00000074211	http://www.genome.jp/kegg-bin/show_pathway?hsa04071/hsa:5522%09red
Yersinia infection	KEGG PATHWAY	hsa05135	1	122	0.999785618532	0.99999678071	ENSG00000160505	http://www.genome.jp/kegg-bin/show_pathway?hsa05135/hsa:147945%09red
Autophagy - animal	KEGG PATHWAY	hsa04140	1	128	0.99985816333	0.99999678071	ENSG00000196289	http://www.genome.jp/kegg-bin/show_pathway?hsa04140/hsa:441925%09red
Influenza A	KEGG PATHWAY	hsa05164	2	166	0.999874563936	0.99999678071	ENSG00000275896|ENSG00000204983	http://www.genome.jp/kegg-bin/show_pathway?hsa05164/hsa:5645%09red/hsa:5644%09red
Insulin signaling pathway	KEGG PATHWAY	hsa04910	1	137	0.99992368414	0.99999678071	ENSG00000154415	http://www.genome.jp/kegg-bin/show_pathway?hsa04910/hsa:5506%09red
Fluid shear stress and atherosclerosis	KEGG PATHWAY	hsa05418	1	138	0.999928763757	0.99999678071	ENSG00000181019	http://www.genome.jp/kegg-bin/show_pathway?hsa05418/hsa:1728%09red
Tuberculosis	KEGG PATHWAY	hsa05152	2	175	0.999929212529	0.99999678071	ENSG00000104938|ENSG00000147614	http://www.genome.jp/kegg-bin/show_pathway?hsa05152/hsa:10332%09red/hsa:245972%09red
Endocytosis	KEGG PATHWAY	hsa04144	4	244	0.999957800663	0.99999678071	ENSG00000116675|ENSG00000140600|ENSG00000155980|ENSG00000110195	http://www.genome.jp/kegg-bin/show_pathway?hsa04144/hsa:3798%09red/hsa:6457%09red/hsa:9829%09red/hsa:2348%09red
RNA transport	KEGG PATHWAY	hsa03013	1	165	0.999988918354	0.99999678071	ENSG00000101210	http://www.genome.jp/kegg-bin/show_pathway?hsa03013/hsa:1917%09red
Herpes simplex virus 1 infection	KEGG PATHWAY	hsa05168	12	493	0.99999678071	0.99999678071	ENSG00000196350|ENSG00000172000|ENSG00000197123|ENSG00000198028|ENSG00000198633|ENSG00000196109|ENSG00000229676|ENSG00000213973|ENSG00000197360|ENSG00000182111|ENSG00000223614|ENSG00000183850	http://www.genome.jp/kegg-bin/show_pathway?hsa05168/hsa:148198%09red/hsa:163223%09red/hsa:441234%09red/hsa:7652%09red/hsa:57615%09red/hsa:100129543%09red/hsa:100287226%09red/hsa:80032%09red/hsa:168417%09red/hsa:147658%09red/hsa:147741%09red/hsa:730291%09red

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------
