##Databases: Gene Ontology
##Statistical test method: hypergeometric test / Fisher's exact test
##FDR correction method: Benjamini and Hochberg

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink

--------------------

#Term	Database	ID	Input number	Background number	P-Value	Corrected P-Value	Input	Hyperlink
inner ear morphogenesis	Gene Ontology	GO:0042472	21	57	2.18869827772e-08	8.10813225611e-06	ENSG00000060718|ENSG00000132932|ENSG00000168505|ENSG00000006611|ENSG00000105880|ENSG00000139219|ENSG00000100625|ENSG00000154342|ENSG00000137203|ENSG00000172238|ENSG00000174343|ENSG00000006377|ENSG00000116132|ENSG00000075891|ENSG00000176165|ENSG00000133216|ENSG00000126778|ENSG00000115507|ENSG00000182040|ENSG00000188816|ENSG00000188620	http://amigo.geneontology.org/amigo/term/GO:0042472
RNA polymerase II cis-regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000978	88	653	7.45015356774e-08	2.52994798238e-05	ENSG00000106006|ENSG00000078900|ENSG00000229676|ENSG00000138795|ENSG00000170689|ENSG00000128709|ENSG00000182968|ENSG00000163623|ENSG00000253293|ENSG00000164438|ENSG00000008196|ENSG00000125820|ENSG00000125285|ENSG00000182111|ENSG00000133937|ENSG00000197472|ENSG00000229544|ENSG00000183072|ENSG00000123388|ENSG00000129173|ENSG00000115297|ENSG00000196109|ENSG00000105997|ENSG00000197757|ENSG00000214513|ENSG00000179059|ENSG00000166049|ENSG00000006377|ENSG00000184486|ENSG00000138083|ENSG00000268696|ENSG00000163064|ENSG00000186487|ENSG00000137203|ENSG00000135638|ENSG00000115844|ENSG00000069812|ENSG00000251493|ENSG00000129654|ENSG00000128610|ENSG00000149948|ENSG00000176887|ENSG00000178860|ENSG00000069011|ENSG00000197360|ENSG00000173404|ENSG00000188095|ENSG00000107807|ENSG00000109705|ENSG00000185002|ENSG00000148704|ENSG00000134323|ENSG00000064195|ENSG00000116132|ENSG00000108813|ENSG00000223614|ENSG00000196460|ENSG00000116035|ENSG00000197123|ENSG00000107187|ENSG00000106462|ENSG00000170577|ENSG00000144355|ENSG00000221818|ENSG00000153266|ENSG00000172789|ENSG00000078399|ENSG00000177551|ENSG00000179772|ENSG00000175832|ENSG00000126778|ENSG00000115507|ENSG00000183850|ENSG00000137270|ENSG00000016082|ENSG00000125816|ENSG00000100625|ENSG00000101057|ENSG00000180806|ENSG00000165066|ENSG00000105880|ENSG00000172238|ENSG00000124232|ENSG00000183770|ENSG00000164093|ENSG00000128652|ENSG00000128714|ENSG00000165891	http://amigo.geneontology.org/amigo/term/GO:0000978
cell differentiation	Gene Ontology	GO:0030154	81	594	1.58648170041e-07	4.97300994552e-05	ENSG00000139800|ENSG00000198914|ENSG00000171495|ENSG00000138675|ENSG00000123999|ENSG00000242265|ENSG00000043355|ENSG00000125816|ENSG00000168757|ENSG00000053108|ENSG00000064195|ENSG00000163623|ENSG00000162344|ENSG00000125285|ENSG00000177551|ENSG00000182459|ENSG00000183072|ENSG00000158815|ENSG00000138100|ENSG00000109705|ENSG00000165066|ENSG00000189377|ENSG00000006377|ENSG00000179580|ENSG00000120669|ENSG00000184486|ENSG00000173894|ENSG00000145920|ENSG00000106483|ENSG00000004846|ENSG00000133710|ENSG00000154611|ENSG00000258992|ENSG00000154438|ENSG00000108813|ENSG00000047936|ENSG00000186895|ENSG00000117724|ENSG00000075388|ENSG00000143194|ENSG00000143195|ENSG00000107831|ENSG00000168875|ENSG00000164920|ENSG00000105880|ENSG00000165973|ENSG00000196767|ENSG00000205922|ENSG00000228927|ENSG00000268041|ENSG00000165643|ENSG00000163331|ENSG00000144355|ENSG00000183770|ENSG00000115844|ENSG00000188816|ENSG00000110492|ENSG00000105011|ENSG00000124664|ENSG00000112183|ENSG00000069812|ENSG00000185559|ENSG00000214929|ENSG00000241186|ENSG00000251493|ENSG00000181449|ENSG00000185686|ENSG00000260428|ENSG00000182968|ENSG00000168843|ENSG00000179772|ENSG00000198759|ENSG00000229544|ENSG00000176887|ENSG00000125820|ENSG00000137948|ENSG00000175832|ENSG00000170627|ENSG00000088992|ENSG00000188620|ENSG00000104313	http://amigo.geneontology.org/amigo/term/GO:0030154
integral component of plasma membrane	Gene Ontology	GO:0005887	152	1374	2.44873693503e-07	7.12757357875e-05	ENSG00000072041|ENSG00000102195|ENSG00000116218|ENSG00000105675|ENSG00000242515|ENSG00000179097|ENSG00000119973|ENSG00000145242|ENSG00000070985|ENSG00000140015|ENSG00000166448|ENSG00000187730|ENSG00000186912|ENSG00000133216|ENSG00000139155|ENSG00000225697|ENSG00000174498|ENSG00000134640|ENSG00000204956|ENSG00000170835|ENSG00000120215|ENSG00000117600|ENSG00000136011|ENSG00000086159|ENSG00000105668|ENSG00000056291|ENSG00000105376|ENSG00000114923|ENSG00000204969|ENSG00000186510|ENSG00000089356|ENSG00000183185|ENSG00000187997|ENSG00000146276|ENSG00000158887|ENSG00000166828|ENSG00000169618|ENSG00000102174|ENSG00000162763|ENSG00000122375|ENSG00000111262|ENSG00000205359|ENSG00000204970|ENSG00000120088|ENSG00000262179|ENSG00000168959|ENSG00000166589|ENSG00000183454|ENSG00000169427|ENSG00000136928|ENSG00000173612|ENSG00000114646|ENSG00000174343|ENSG00000080511|ENSG00000169006|ENSG00000197106|ENSG00000055118|ENSG00000184709|ENSG00000117598|ENSG00000161798|ENSG00000166006|ENSG00000115194|ENSG00000075461|ENSG00000128242|ENSG00000178623|ENSG00000099822|ENSG00000166736|ENSG00000278195|ENSG00000082482|ENSG00000149305|ENSG00000168065|ENSG00000130821|ENSG00000011677|ENSG00000011083|ENSG00000135902|ENSG00000174502|ENSG00000132677|ENSG00000130643|ENSG00000179546|ENSG00000118432|ENSG00000103546|ENSG00000183625|ENSG00000126010|ENSG00000115353|ENSG00000132563|ENSG00000149488|ENSG00000173080|ENSG00000027644|ENSG00000184261|ENSG00000112164|ENSG00000149403|ENSG00000019169|ENSG00000205277|ENSG00000169760|ENSG00000120251|ENSG00000120322|ENSG00000104938|ENSG00000112818|ENSG00000108878|ENSG00000197901|ENSG00000144407|ENSG00000165682|ENSG00000151834|ENSG00000103375|ENSG00000180772|ENSG00000137868|ENSG00000110881|ENSG00000184160|ENSG00000181408|ENSG00000111432|ENSG00000164363|ENSG00000183150|ENSG00000155897|ENSG00000162009|ENSG00000124493|ENSG00000121743|ENSG00000138435|ENSG00000102239|ENSG00000154096|ENSG00000181072|ENSG00000183317|ENSG00000147246|ENSG00000130876|ENSG00000116014|ENSG00000143595|ENSG00000163914|ENSG00000047936|ENSG00000164418|ENSG00000082556|ENSG00000173826|ENSG00000080644|ENSG00000114948|ENSG00000168539|ENSG00000268089|ENSG00000162399|ENSG00000176884|ENSG00000121753|ENSG00000142583|ENSG00000169855|ENSG00000103534|ENSG00000171551|ENSG00000091129|ENSG00000183671|ENSG00000113327|ENSG00000004846|ENSG00000112852|ENSG00000187848|ENSG00000162494|ENSG00000147432|ENSG00000102287|ENSG00000100739|ENSG00000164794	http://amigo.geneontology.org/amigo/term/GO:0005887
proximal/distal pattern formation	Gene Ontology	GO:0009954	13	25	5.10857223673e-07	0.000136109338527	ENSG00000163064|ENSG00000180806|ENSG00000253293|ENSG00000128709|ENSG00000180818|ENSG00000164651|ENSG00000128710|ENSG00000144355|ENSG00000005073|ENSG00000170689|ENSG00000115844|ENSG00000078399|ENSG00000123388	http://amigo.geneontology.org/amigo/term/GO:0009954
neuron projection	Gene Ontology	GO:0043005	53	337	5.34417034709e-07	0.000136109338527	ENSG00000130477|ENSG00000132164|ENSG00000162009|ENSG00000145242|ENSG00000135902|ENSG00000183185|ENSG00000160678|ENSG00000186868|ENSG00000165462|ENSG00000136943|ENSG00000120088|ENSG00000130294|ENSG00000230873|ENSG00000103546|ENSG00000168959|ENSG00000149305|ENSG00000187730|ENSG00000183317|ENSG00000165973|ENSG00000100167|ENSG00000136928|ENSG00000152954|ENSG00000167654|ENSG00000142319|ENSG00000102287|ENSG00000171450|ENSG00000082556|ENSG00000174343|ENSG00000138435|ENSG00000080644|ENSG00000146276|ENSG00000268089|ENSG00000140945|ENSG00000105642|ENSG00000113327|ENSG00000171246|ENSG00000091129|ENSG00000058335|ENSG00000183671|ENSG00000100346|ENSG00000151834|ENSG00000115194|ENSG00000102239|ENSG00000175426|ENSG00000166736|ENSG00000070019|ENSG00000278195|ENSG00000176884|ENSG00000147432|ENSG00000133216|ENSG00000168481|ENSG00000100739|ENSG00000011677	http://amigo.geneontology.org/amigo/term/GO:0043005
hormone activity	Gene Ontology	GO:0005179	24	98	1.32963273943e-06	0.00031872078901	ENSG00000248329|ENSG00000123999|ENSG00000171136|ENSG00000147571|ENSG00000163515|ENSG00000174697|ENSG00000110680|ENSG00000157005|ENSG00000131142|ENSG00000115263|ENSG00000181092|ENSG00000197273|ENSG00000120210|ENSG00000159224|ENSG00000184502|ENSG00000104899|ENSG00000163217|ENSG00000171388|ENSG00000129965|ENSG00000136487|ENSG00000178752|ENSG00000105697|ENSG00000096395|ENSG00000089199	http://amigo.geneontology.org/amigo/term/GO:0005179
DNA-binding transcription factor activity	Gene Ontology	GO:0003700	77	594	1.81973129103e-06	0.000394882610031	ENSG00000137270|ENSG00000138795|ENSG00000168505|ENSG00000043355|ENSG00000135903|ENSG00000179059|ENSG00000105997|ENSG00000078900|ENSG00000125285|ENSG00000128652|ENSG00000173404|ENSG00000165462|ENSG00000170689|ENSG00000198914|ENSG00000273706|ENSG00000109705|ENSG00000258873|ENSG00000185002|ENSG00000006377|ENSG00000137310|ENSG00000184486|ENSG00000134323|ENSG00000162992|ENSG00000198028|ENSG00000064195|ENSG00000128709|ENSG00000125816|ENSG00000007968|ENSG00000108813|ENSG00000101412|ENSG00000106038|ENSG00000121075|ENSG00000178860|ENSG00000009709|ENSG00000139445|ENSG00000163623|ENSG00000116035|ENSG00000167157|ENSG00000196767|ENSG00000169548|ENSG00000180806|ENSG00000165066|ENSG00000105880|ENSG00000197587|ENSG00000075891|ENSG00000229544|ENSG00000172238|ENSG00000130675|ENSG00000230257|ENSG00000008196|ENSG00000170577|ENSG00000144355|ENSG00000196460|ENSG00000183770|ENSG00000115844|ENSG00000160973|ENSG00000124232|ENSG00000172789|ENSG00000164093|ENSG00000078399|ENSG00000111206|ENSG00000251493|ENSG00000181449|ENSG00000129654|ENSG00000128714|ENSG00000183072|ENSG00000182968|ENSG00000179772|ENSG00000172000|ENSG00000176887|ENSG00000125820|ENSG00000069011|ENSG00000165891|ENSG00000126778|ENSG00000126752|ENSG00000137273|ENSG00000129173	http://amigo.geneontology.org/amigo/term/GO:0003700
chromosome, centromeric region	Gene Ontology	GO:0000775	17	52	1.84117045168e-06	0.000394882610031	ENSG00000123485|ENSG00000077935|ENSG00000129810|ENSG00000134690|ENSG00000146670|ENSG00000163535|ENSG00000120334|ENSG00000142945|ENSG00000138778|ENSG00000104147|ENSG00000203760|ENSG00000089685|ENSG00000117724|ENSG00000119969|ENSG00000115163|ENSG00000143228|ENSG00000080986	http://amigo.geneontology.org/amigo/term/GO:0000775
cell division	Gene Ontology	GO:0051301	52	347	2.41659109601e-06	0.000490023144269	ENSG00000167513|ENSG00000117650|ENSG00000138160|ENSG00000117399|ENSG00000121152|ENSG00000169679|ENSG00000158402|ENSG00000142945|ENSG00000175063|ENSG00000163535|ENSG00000152253|ENSG00000111665|ENSG00000164611|ENSG00000170312|ENSG00000138778|ENSG00000161888|ENSG00000101447|ENSG00000157456|ENSG00000186185|ENSG00000145386|ENSG00000099812|ENSG00000104147|ENSG00000089685|ENSG00000188175|ENSG00000184661|ENSG00000154839|ENSG00000105173|ENSG00000146670|ENSG00000156970|ENSG00000152669|ENSG00000203760|ENSG00000174672|ENSG00000129195|ENSG00000119969|ENSG00000122952|ENSG00000129810|ENSG00000138161|ENSG00000094804|ENSG00000080986|ENSG00000134690|ENSG00000117724|ENSG00000149948|ENSG00000035499|ENSG00000186871|ENSG00000087586|ENSG00000165480|ENSG00000118193|ENSG00000177143|ENSG00000109805|ENSG00000143228|ENSG00000134057|ENSG00000237649	http://amigo.geneontology.org/amigo/term/GO:0051301
digestion	Gene Ontology	GO:0007586	13	30	2.52527264531e-06	0.000490023144269	ENSG00000157005|ENSG00000168925|ENSG00000096088|ENSG00000168928|ENSG00000196748|ENSG00000070019|ENSG00000163295|ENSG00000197273|ENSG00000204140|ENSG00000135773|ENSG00000275896|ENSG00000204983|ENSG00000203697	http://amigo.geneontology.org/amigo/term/GO:0007586
mitotic cell cycle	Gene Ontology	GO:0000278	28	134	2.75054585846e-06	0.000509476107875	ENSG00000167513|ENSG00000117650|ENSG00000138160|ENSG00000178462|ENSG00000177602|ENSG00000127564|ENSG00000163808|ENSG00000166851|ENSG00000168078|ENSG00000186185|ENSG00000117724|ENSG00000101057|ENSG00000154839|ENSG00000140945|ENSG00000146670|ENSG00000156970|ENSG00000152669|ENSG00000203760|ENSG00000177143|ENSG00000196584|ENSG00000085840|ENSG00000104833|ENSG00000080986|ENSG00000138778|ENSG00000198033|ENSG00000087586|ENSG00000165480|ENSG00000094804	http://amigo.geneontology.org/amigo/term/GO:0000278
positive regulation of transcription by RNA polymerase II	Gene Ontology	GO:0045944	126	1149	4.01019271408e-06	0.000710501535211	ENSG00000180818|ENSG00000078900|ENSG00000138795|ENSG00000170689|ENSG00000273706|ENSG00000120669|ENSG00000128709|ENSG00000170166|ENSG00000121454|ENSG00000182968|ENSG00000163623|ENSG00000196767|ENSG00000164920|ENSG00000253293|ENSG00000170162|ENSG00000140945|ENSG00000164438|ENSG00000165643|ENSG00000008196|ENSG00000125820|ENSG00000160973|ENSG00000069482|ENSG00000125285|ENSG00000095752|ENSG00000175879|ENSG00000181449|ENSG00000229544|ENSG00000183072|ENSG00000101144|ENSG00000123388|ENSG00000129173|ENSG00000115297|ENSG00000168505|ENSG00000054356|ENSG00000105997|ENSG00000177551|ENSG00000123364|ENSG00000006377|ENSG00000184486|ENSG00000162992|ENSG00000154342|ENSG00000007968|ENSG00000168267|ENSG00000131747|ENSG00000262406|ENSG00000121075|ENSG00000189120|ENSG00000163064|ENSG00000159387|ENSG00000137203|ENSG00000230257|ENSG00000115844|ENSG00000124664|ENSG00000251493|ENSG00000129654|ENSG00000101412|ENSG00000260428|ENSG00000149948|ENSG00000176884|ENSG00000180318|ENSG00000160224|ENSG00000069011|ENSG00000016082|ENSG00000135903|ENSG00000188095|ENSG00000164778|ENSG00000107807|ENSG00000198914|ENSG00000109705|ENSG00000166407|ENSG00000185002|ENSG00000134323|ENSG00000064195|ENSG00000146857|ENSG00000116132|ENSG00000108813|ENSG00000106038|ENSG00000234602|ENSG00000107187|ENSG00000170577|ENSG00000144355|ENSG00000221818|ENSG00000153266|ENSG00000078399|ENSG00000119614|ENSG00000173253|ENSG00000166869|ENSG00000075388|ENSG00000162624|ENSG00000126890|ENSG00000175832|ENSG00000126778|ENSG00000115507|ENSG00000137270|ENSG00000137273|ENSG00000052850|ENSG00000164651|ENSG00000165462|ENSG00000217236|ENSG00000205922|ENSG00000125816|ENSG00000100625|ENSG00000145386|ENSG00000116017|ENSG00000176887|ENSG00000011332|ENSG00000101057|ENSG00000180806|ENSG00000165066|ENSG00000105880|ENSG00000075891|ENSG00000172238|ENSG00000124232|ENSG00000183770|ENSG00000164093|ENSG00000128652|ENSG00000111206|ENSG00000138083|ENSG00000128710|ENSG00000128714|ENSG00000125462|ENSG00000009709|ENSG00000165891|ENSG00000263761|ENSG00000276043|ENSG00000104313	http://amigo.geneontology.org/amigo/term/GO:0045944
embryonic limb morphogenesis	Gene Ontology	GO:0030326	14	38	4.81645942241e-06	0.000817794672763	ENSG00000138795|ENSG00000107984|ENSG00000128710|ENSG00000253293|ENSG00000105880|ENSG00000180818|ENSG00000164651|ENSG00000116132|ENSG00000180318|ENSG00000005073|ENSG00000217236|ENSG00000121075|ENSG00000101144|ENSG00000006377	http://amigo.geneontology.org/amigo/term/GO:0030326
sequence-specific DNA binding	Gene Ontology	GO:0043565	56	398	5.53835993287e-06	0.000902752669057	ENSG00000138795|ENSG00000115297|ENSG00000137273|ENSG00000135903|ENSG00000164778|ENSG00000183072|ENSG00000198914|ENSG00000179059|ENSG00000109705|ENSG00000165066|ENSG00000107187|ENSG00000006377|ENSG00000177508|ENSG00000168875|ENSG00000162992|ENSG00000198028|ENSG00000064195|ENSG00000159387|ENSG00000125816|ENSG00000007968|ENSG00000108813|ENSG00000121454|ENSG00000262406|ENSG00000143006|ENSG00000189120|ENSG00000143194|ENSG00000106031|ENSG00000163064|ENSG00000164920|ENSG00000105880|ENSG00000197587|ENSG00000229544|ENSG00000137203|ENSG00000008196|ENSG00000144355|ENSG00000125820|ENSG00000115844|ENSG00000160973|ENSG00000124232|ENSG00000164093|ENSG00000119614|ENSG00000124664|ENSG00000186868|ENSG00000164256|ENSG00000251493|ENSG00000181449|ENSG00000159184|ENSG00000268041|ENSG00000260428|ENSG00000163623|ENSG00000172000|ENSG00000101412|ENSG00000069011|ENSG00000165891|ENSG00000126778|ENSG00000129173	http://amigo.geneontology.org/amigo/term/GO:0043565
multicellular organism development	Gene Ontology	GO:0007275	62	461	6.48772726969e-06	0.00101682648554	ENSG00000149948|ENSG00000170166|ENSG00000125816|ENSG00000187166|ENSG00000253293|ENSG00000040731|ENSG00000197757|ENSG00000244234|ENSG00000113100|ENSG00000164778|ENSG00000005073|ENSG00000215612|ENSG00000145242|ENSG00000138100|ENSG00000155816|ENSG00000027644|ENSG00000187908|ENSG00000156076|ENSG00000120669|ENSG00000180730|ENSG00000166426|ENSG00000118245|ENSG00000099953|ENSG00000133710|ENSG00000132972|ENSG00000138180|ENSG00000108813|ENSG00000154162|ENSG00000157613|ENSG00000163352|ENSG00000186895|ENSG00000154438|ENSG00000143194|ENSG00000167157|ENSG00000081138|ENSG00000150394|ENSG00000137558|ENSG00000254656|ENSG00000183317|ENSG00000165643|ENSG00000121075|ENSG00000047936|ENSG00000104371|ENSG00000160957|ENSG00000053108|ENSG00000078399|ENSG00000119969|ENSG00000119614|ENSG00000124664|ENSG00000164176|ENSG00000122133|ENSG00000145526|ENSG00000229544|ENSG00000164113|ENSG00000128714|ENSG00000168843|ENSG00000138778|ENSG00000149654|ENSG00000133216|ENSG00000123407|ENSG00000233718|ENSG00000198759	http://amigo.geneontology.org/amigo/term/GO:0007275
neurotransmitter receptor activity	Gene Ontology	GO:0030594	20	81	8.90245140584e-06	0.00134361072144	ENSG00000174343|ENSG00000187730|ENSG00000080644|ENSG00000181072|ENSG00000168539|ENSG00000268089|ENSG00000147246|ENSG00000166736|ENSG00000138435|ENSG00000183185|ENSG00000179097|ENSG00000113327|ENSG00000149305|ENSG00000179546|ENSG00000147432|ENSG00000146276|ENSG00000102287|ENSG00000011677|ENSG00000151834|ENSG00000135902	http://amigo.geneontology.org/amigo/term/GO:0030594
RNA polymerase II transcription regulatory region sequence-specific DNA binding	Gene Ontology	GO:0000977	47	317	9.25672478873e-06	0.00134718405407	ENSG00000138795|ENSG00000139800|ENSG00000168505|ENSG00000043355|ENSG00000186051|ENSG00000180818|ENSG00000177551|ENSG00000137273|ENSG00000165462|ENSG00000215612|ENSG00000205922|ENSG00000273706|ENSG00000165606|ENSG00000052850|ENSG00000185002|ENSG00000174963|ENSG00000170166|ENSG00000180318|ENSG00000261787|ENSG00000197587|ENSG00000258873|ENSG00000007968|ENSG00000116017|ENSG00000121454|ENSG00000168267|ENSG00000121075|ENSG00000178860|ENSG00000107187|ENSG00000156150|ENSG00000175329|ENSG00000164920|ENSG00000131721|ENSG00000175879|ENSG00000137203|ENSG00000008196|ENSG00000128652|ENSG00000111206|ENSG00000069812|ENSG00000173253|ENSG00000128710|ENSG00000260428|ENSG00000203989|ENSG00000162624|ENSG00000160224|ENSG00000213347|ENSG00000128709|ENSG00000188620	http://amigo.geneontology.org/amigo/term/GO:0000977
transcription regulator complex	Gene Ontology	GO:0005667	37	224	1.01362447073e-05	0.00142431714421	ENSG00000137270|ENSG00000137273|ENSG00000052850|ENSG00000179059|ENSG00000125285|ENSG00000177551|ENSG00000005073|ENSG00000205922|ENSG00000273706|ENSG00000168875|ENSG00000138083|ENSG00000159184|ENSG00000100625|ENSG00000183072|ENSG00000183434|ENSG00000168267|ENSG00000182968|ENSG00000260428|ENSG00000253293|ENSG00000197587|ENSG00000138136|ENSG00000107187|ENSG00000170577|ENSG00000124232|ENSG00000184486|ENSG00000160973|ENSG00000164093|ENSG00000078399|ENSG00000138795|ENSG00000181449|ENSG00000133937|ENSG00000167771|ENSG00000126733|ENSG00000180318|ENSG00000176887|ENSG00000069011|ENSG00000126778	http://amigo.geneontology.org/amigo/term/GO:0005667
anatomical structure morphogenesis	Gene Ontology	GO:0009653	26	130	1.20816540053e-05	0.00164109133572	ENSG00000137270|ENSG00000125285|ENSG00000005073|ENSG00000273706|ENSG00000123364|ENSG00000168875|ENSG00000100625|ENSG00000186895|ENSG00000182968|ENSG00000163064|ENSG00000147257|ENSG00000138136|ENSG00000130675|ENSG00000170577|ENSG00000107831|ENSG00000183770|ENSG00000009709|ENSG00000164093|ENSG00000251493|ENSG00000181449|ENSG00000179772|ENSG00000176887|ENSG00000069011|ENSG00000142449|ENSG00000136231|ENSG00000104313	http://amigo.geneontology.org/amigo/term/GO:0009653
spinal cord motor neuron cell fate specification	Gene Ontology	GO:0021520	7	7	1.25309059047e-05	0.00164720779231	ENSG00000016082|ENSG00000107187|ENSG00000130675|ENSG00000128710|ENSG00000159556|ENSG00000177468|ENSG00000180818	http://amigo.geneontology.org/amigo/term/GO:0021520
central nervous system development	Gene Ontology	GO:0007417	27	139	1.31259266673e-05	0.00167150472404	ENSG00000139800|ENSG00000124302|ENSG00000043355|ENSG00000214513|ENSG00000145681|ENSG00000198914|ENSG00000174963|ENSG00000148704|ENSG00000133710|ENSG00000140600|ENSG00000116035|ENSG00000144834|ENSG00000114948|ENSG00000197587|ENSG00000164438|ENSG00000172238|ENSG00000130675|ENSG00000135638|ENSG00000139219|ENSG00000171246|ENSG00000091129|ENSG00000187957|ENSG00000177551|ENSG00000132692|ENSG00000167755|ENSG00000157766|ENSG00000174607	http://amigo.geneontology.org/amigo/term/GO:0007417
synapse	Gene Ontology	GO:0045202	56	419	2.08574674731e-05	0.00248850769946	ENSG00000178235|ENSG00000182389|ENSG00000006611|ENSG00000135902|ENSG00000054356|ENSG00000147571|ENSG00000198216|ENSG00000183185|ENSG00000179546|ENSG00000145681|ENSG00000138435|ENSG00000101210|ENSG00000181019|ENSG00000157064|ENSG00000082556|ENSG00000149305|ENSG00000187730|ENSG00000157005|ENSG00000181072|ENSG00000147246|ENSG00000118733|ENSG00000163395|ENSG00000173267|ENSG00000179097|ENSG00000134640|ENSG00000167654|ENSG00000114646|ENSG00000170835|ENSG00000182963|ENSG00000112852|ENSG00000169760|ENSG00000155980|ENSG00000143847|ENSG00000174343|ENSG00000080644|ENSG00000102287|ENSG00000168539|ENSG00000268089|ENSG00000105642|ENSG00000113327|ENSG00000176406|ENSG00000151834|ENSG00000166006|ENSG00000150551|ENSG00000234965|ENSG00000166736|ENSG00000100302|ENSG00000111262|ENSG00000176884|ENSG00000147432|ENSG00000110881|ENSG00000146276|ENSG00000260230|ENSG00000176956|ENSG00000158887|ENSG00000011677	http://amigo.geneontology.org/amigo/term/GO:0045202
nervous system process	Gene Ontology	GO:0050877	15	51	2.09885043759e-05	0.00248850769946	ENSG00000174343|ENSG00000138435|ENSG00000080644|ENSG00000102287|ENSG00000135902|ENSG00000268089|ENSG00000166736|ENSG00000183185|ENSG00000187730|ENSG00000113327|ENSG00000149305|ENSG00000147432|ENSG00000146276|ENSG00000011677|ENSG00000151834	http://amigo.geneontology.org/amigo/term/GO:0050877
chromosome segregation	Gene Ontology	GO:0007059	18	72	2.13736857622e-05	0.00248850769946	ENSG00000167513|ENSG00000117650|ENSG00000080986|ENSG00000112742|ENSG00000154839|ENSG00000184661|ENSG00000123485|ENSG00000138778|ENSG00000125888|ENSG00000104147|ENSG00000152253|ENSG00000131747|ENSG00000089685|ENSG00000117724|ENSG00000165480|ENSG00000203760|ENSG00000143228|ENSG00000129810	http://amigo.geneontology.org/amigo/term/GO:0007059
skeletal system development	Gene Ontology	GO:0001501	26	137	2.66889096409e-05	0.00302103629963	ENSG00000090932|ENSG00000102174|ENSG00000123999|ENSG00000170166|ENSG00000132031|ENSG00000180818|ENSG00000005073|ENSG00000145681|ENSG00000109705|ENSG00000006377|ENSG00000266524|ENSG00000253293|ENSG00000168779|ENSG00000052850|ENSG00000106031|ENSG00000163064|ENSG00000105664|ENSG00000105880|ENSG00000139219|ENSG00000158008|ENSG00000128714|ENSG00000132692|ENSG00000157766|ENSG00000176887|ENSG00000069011|ENSG00000101144	http://amigo.geneontology.org/amigo/term/GO:0001501
nervous system development	Gene Ontology	GO:0007399	44	305	3.16529449959e-05	0.00348610137455	ENSG00000135903|ENSG00000168505|ENSG00000138675|ENSG00000147869|ENSG00000168539|ENSG00000114346|ENSG00000164434|ENSG00000162344|ENSG00000152377|ENSG00000204970|ENSG00000158815|ENSG00000273706|ENSG00000080644|ENSG00000006377|ENSG00000184486|ENSG00000145920|ENSG00000146013|ENSG00000168779|ENSG00000105290|ENSG00000152954|ENSG00000114646|ENSG00000112852|ENSG00000011332|ENSG00000140557|ENSG00000157851|ENSG00000169760|ENSG00000175329|ENSG00000165462|ENSG00000186487|ENSG00000105880|ENSG00000165973|ENSG00000169855|ENSG00000168875|ENSG00000069482|ENSG00000188763|ENSG00000204969|ENSG00000181072|ENSG00000172020|ENSG00000159217|ENSG00000133216|ENSG00000176956|ENSG00000110492|ENSG00000136231|ENSG00000135097	http://amigo.geneontology.org/amigo/term/GO:0007399
neuron differentiation	Gene Ontology	GO:0030182	26	139	3.31198926197e-05	0.0035516726954	ENSG00000111432|ENSG00000173404|ENSG00000015413|ENSG00000164778|ENSG00000273706|ENSG00000128645|ENSG00000148704|ENSG00000184486|ENSG00000154342|ENSG00000121454|ENSG00000174672|ENSG00000177508|ENSG00000116035|ENSG00000163064|ENSG00000186487|ENSG00000159387|ENSG00000107187|ENSG00000135638|ENSG00000037965|ENSG00000107831|ENSG00000115596|ENSG00000214513|ENSG00000162624|ENSG00000176887|ENSG00000104177|ENSG00000172461	http://amigo.geneontology.org/amigo/term/GO:0030182
mitotic sister chromatid segregation	Gene Ontology	GO:0000070	12	35	4.07157345085e-05	0.00425427225954	ENSG00000121621|ENSG00000166851|ENSG00000117650|ENSG00000080986|ENSG00000134690|ENSG00000186185|ENSG00000123219|ENSG00000163535|ENSG00000237649|ENSG00000137804|ENSG00000122952|ENSG00000129810	http://amigo.geneontology.org/amigo/term/GO:0000070
secretory granule	Gene Ontology	GO:0030141	20	92	4.32081655864e-05	0.00440183186912	ENSG00000167759|ENSG00000131050|ENSG00000167751|ENSG00000089199|ENSG00000169213|ENSG00000167755|ENSG00000142515|ENSG00000054356|ENSG00000053108|ENSG00000106128|ENSG00000102837|ENSG00000167749|ENSG00000174562|ENSG00000069482|ENSG00000136943|ENSG00000100604|ENSG00000164756|ENSG00000102109|ENSG00000145708|ENSG00000149021	http://amigo.geneontology.org/amigo/term/GO:0030141
anchored component of membrane	Gene Ontology	GO:0031225	21	101	4.94382773821e-05	0.00491368244712	ENSG00000182667|ENSG00000241186|ENSG00000136750|ENSG00000146013|ENSG00000160886|ENSG00000150551|ENSG00000156535|ENSG00000140945|ENSG00000169347|ENSG00000259823|ENSG00000007038|ENSG00000132692|ENSG00000015413|ENSG00000176956|ENSG00000007306|ENSG00000167653|ENSG00000163295|ENSG00000164303|ENSG00000102854|ENSG00000139915|ENSG00000215148	http://amigo.geneontology.org/amigo/term/GO:0031225
